frame,time_s,latency_ms,fps,cpu_percent,ram_percent,temperature_c,detections,active_tracks,track_ids
261,30.282,108.09,9.25,53.5,16.0,54.3,1,2,"[1, 14]"
262,30.392,108.59,9.21,55.6,16.0,53.8,1,2,"[1, 14]"
263,30.504,108.4,9.23,56.5,16.0,54.3,2,2,"[1, 14]"
264,30.615,118.46,8.44,61.5,16.0,54.9,2,2,"[1, 14]"
265,30.737,108.68,9.2,56.5,16.0,54.3,1,2,"[1, 14]"
266,30.848,108.23,9.24,56.5,16.0,53.8,1,2,"[1, 14]"
267,30.959,107.61,9.29,53.5,16.0,54.9,2,3,"[1, 14, 17]"
268,31.069,108.41,9.22,59.6,16.0,54.9,2,3,"[1, 14, 17]"
269,31.181,107.89,9.27,55.6,16.0,54.3,1,3,"[1, 14, 17]"
270,31.291,109.69,9.12,54.5,16.0,54.3,1,3,"[1, 14, 17]"
271,31.404,108.3,9.23,55.6,16.0,54.9,1,3,"[1, 14, 17]"
272,31.515,108.1,9.25,53.5,16.0,54.3,1,3,"[1, 14, 17]"
273,31.626,111.14,9.0,53.5,16.0,54.3,1,3,"[1, 14, 17]"
274,31.741,108.32,9.23,56.5,16.0,55.4,1,3,"[1, 14, 17]"
275,31.852,108.38,9.23,54.5,16.0,54.3,1,2,"[1, 17]"
276,31.963,107.75,9.28,53.5,16.0,53.8,1,2,"[1, 17]"
277,32.074,107.7,9.28,55.6,16.0,54.3,1,2,"[1, 17]"
278,32.184,107.89,9.27,56.8,16.0,54.3,1,2,"[1, 17]"
279,32.295,108.07,9.25,53.5,16.0,52.7,1,1,[1]
280,32.405,108.6,9.21,57.4,16.0,54.3,1,1,[1]
281,32.517,108.57,9.21,56.5,16.0,54.3,1,1,[1]
282,32.63,108.02,9.26,52.3,16.0,53.8,1,1,[1]
283,32.742,108.04,9.26,54.5,16.0,54.9,1,1,[1]
284,32.854,107.96,9.26,55.6,16.0,54.9,1,1,[1]
285,32.965,108.34,9.23,54.3,16.0,54.9,1,1,[1]
286,33.076,108.21,9.24,56.8,16.0,54.9,1,1,[1]
287,33.187,107.95,9.26,52.4,16.0,54.9,1,1,[1]
288,33.298,108.4,9.23,57.4,16.0,54.3,1,1,[1]
289,33.409,108.27,9.24,53.5,16.0,54.9,1,1,[1]
290,33.52,108.67,9.2,54.5,16.0,54.9,1,1,[1]
291,33.632,109.72,9.11,58.3,16.0,55.4,1,1,[1]
292,33.744,108.49,9.22,57.4,16.0,55.4,1,1,[1]
293,33.856,107.98,9.26,55.6,16.0,55.4,1,1,[1]
294,33.967,108.51,9.22,54.5,16.0,54.9,1,1,[1]
295,34.078,108.34,9.23,54.5,16.0,54.3,1,1,[1]
296,34.189,108.54,9.21,56.5,16.0,54.9,1,1,[1]
297,34.301,107.62,9.29,57.4,16.0,54.9,1,1,[1]
298,34.411,108.11,9.25,57.8,16.0,56.0,1,1,[1]
299,34.522,109.92,9.1,57.4,16.0,54.9,1,1,[1]
300,34.635,108.35,9.23,52.4,16.0,55.4,1,1,[1]
301,34.746,108.06,9.25,53.5,16.0,56.0,1,1,[1]
302,34.858,108.22,9.24,55.6,16.0,54.9,1,1,[1]
303,34.968,108.37,9.23,55.6,16.0,54.3,1,1,[1]
304,35.08,108.43,9.22,55.6,16.0,54.9,1,1,[1]
305,35.191,107.66,9.29,53.5,16.0,54.3,2,2,"[1, 18]"
306,35.301,108.35,9.23,56.5,16.0,54.9,1,2,"[1, 18]"
307,35.412,108.35,9.23,57.8,16.0,54.3,2,3,"[1, 18, 19]"
308,35.523,110.07,9.09,53.3,16.0,54.9,2,3,"[1, 18, 19]"
309,35.636,114.59,8.73,57.8,16.0,55.4,3,3,"[1, 18, 19]"
310,35.753,107.92,9.27,57.4,16.0,54.3,3,3,"[1, 18, 19]"
311,35.865,108.66,9.2,56.5,16.0,54.3,3,3,"[1, 18, 19]"
312,35.977,108.91,9.18,54.5,16.0,54.9,2,3,"[1, 18, 19]"
313,36.088,107.58,9.3,57.8,16.0,55.4,2,3,"[1, 18, 19]"
314,36.199,107.95,9.26,51.2,16.0,55.4,2,3,"[1, 18, 19]"
315,36.309,108.36,9.23,55.6,16.0,54.9,2,3,"[1, 18, 19]"
316,36.421,108.87,9.19,55.6,16.0,55.4,2,3,"[1, 18, 19]"
317,36.532,109.69,9.12,55.6,16.0,55.4,2,3,"[1, 18, 19]"
318,36.645,111.01,9.01,55.6,16.0,54.9,3,3,"[1, 18, 19]"
319,36.758,107.83,9.27,54.5,16.0,55.4,3,3,"[1, 18, 19]"
320,36.87,108.61,9.21,56.5,16.0,55.4,2,3,"[1, 18, 19]"
321,36.981,110.07,9.08,56.5,16.0,55.4,2,3,"[1, 18, 19]"
322,37.094,108.15,9.25,57.4,16.0,54.3,2,3,"[1, 18, 19]"
323,37.205,107.94,9.26,56.5,16.0,54.3,2,3,"[1, 18, 19]"
324,37.316,107.35,9.31,51.2,16.0,54.9,1,3,"[1, 18, 19]"
325,37.426,108.77,9.19,57.4,16.0,54.3,2,3,"[1, 18, 19]"
326,37.537,108.95,9.18,59.2,16.0,54.9,2,3,"[1, 18, 19]"
327,37.649,108.38,9.23,58.7,16.0,54.9,1,3,"[1, 18, 19]"
328,37.76,108.35,9.23,54.5,16.0,54.9,1,3,"[1, 18, 19]"
329,37.872,108.17,9.24,54.3,16.0,55.4,1,3,"[1, 18, 19]"
330,37.983,108.09,9.25,54.8,16.0,54.9,1,3,"[1, 18, 19]"
331,38.094,108.85,9.19,54.5,16.0,54.3,1,3,"[1, 18, 19]"
332,38.206,108.43,9.22,52.4,16.0,54.3,2,3,"[1, 18, 19]"
333,38.317,107.89,9.27,56.5,16.0,54.9,1,3,"[1, 18, 19]"
334,38.427,108.37,9.23,53.5,16.0,55.4,1,3,"[1, 18, 19]"
335,38.538,108.69,9.2,53.7,16.0,55.4,1,3,"[1, 18, 19]"
336,38.65,107.98,9.26,57.4,16.0,54.9,1,2,"[1, 18]"
337,38.761,108.27,9.24,55.6,16.0,54.3,1,2,"[1, 18]"
338,38.873,108.33,9.23,55.6,16.0,55.4,1,2,"[1, 18]"
339,38.984,108.41,9.22,54.5,16.0,55.4,1,2,"[1, 18]"
340,39.095,107.86,9.27,53.5,16.0,54.9,1,2,"[1, 18]"
341,39.205,108.72,9.2,58.3,16.0,55.4,1,2,"[1, 18]"
342,39.317,108.04,9.26,57.4,16.0,54.9,1,2,"[1, 18]"
343,39.428,108.5,9.22,55.8,16.0,56.0,1,1,[1]
344,39.539,109.71,9.11,55.3,16.0,55.4,2,2,"[1, 20]"
345,39.651,108.12,9.25,56.8,16.0,56.0,1,2,"[1, 20]"
346,39.762,108.6,9.21,55.6,16.0,55.4,1,2,"[1, 20]"
347,39.874,107.8,9.28,53.5,16.0,54.9,1,2,"[1, 20]"
348,39.985,108.56,9.21,56.5,16.0,56.0,1,2,"[1, 20]"
349,40.096,107.97,9.26,55.6,16.0,54.9,1,2,"[1, 20]"
350,40.207,107.71,9.28,53.5,16.0,54.3,2,3,"[1, 20, 21]"
351,40.317,108.49,9.22,54.5,16.0,55.4,2,3,"[1, 20, 21]"
352,40.429,108.14,9.25,55.6,16.0,53.8,2,3,"[1, 20, 21]"
353,40.54,109.12,9.16,60.4,15.9,56.0,1,3,"[1, 20, 21]"
354,40.652,115.5,8.66,60.4,16.0,54.9,2,3,"[1, 20, 21]"
355,40.77,108.35,9.23,53.5,16.0,56.0,1,3,"[1, 20, 21]"
356,40.882,108.13,9.25,55.3,16.0,54.3,1,3,"[1, 20, 21]"
357,40.993,107.98,9.26,57.8,16.0,55.4,1,3,"[1, 20, 21]"
358,41.104,107.76,9.28,54.5,16.0,55.4,1,3,"[1, 20, 21]"
359,41.214,108.22,9.24,55.6,16.0,55.4,1,3,"[1, 20, 21]"
360,41.325,108.46,9.22,56.5,16.0,55.4,2,3,"[1, 20, 21]"
361,41.436,108.57,9.21,57.4,16.0,56.0,1,3,"[1, 20, 21]"
362,41.548,109.52,9.13,54.5,16.0,54.9,2,3,"[1, 20, 21]"
363,41.66,109.51,9.13,55.8,16.0,56.0,1,2,"[1, 21]"
364,41.772,108.3,9.23,56.5,16.0,55.4,1,2,"[1, 21]"
365,41.884,108.35,9.23,57.4,16.0,56.5,1,2,"[1, 21]"
366,41.995,108.1,9.25,54.5,16.0,56.5,1,2,"[1, 21]"
367,42.106,108.24,9.24,52.4,16.0,56.0,1,2,"[1, 21]"
368,42.217,108.39,9.23,56.5,16.0,56.0,1,2,"[1, 21]"
369,42.328,107.6,9.29,56.5,16.0,55.4,2,2,"[1, 21]"
370,42.439,108.69,9.2,54.8,16.0,55.4,1,2,"[1, 21]"
371,42.55,110.27,9.07,54.5,16.0,55.4,1,2,"[1, 21]"
372,42.663,109.54,9.13,55.6,16.0,56.0,1,2,"[1, 21]"
373,42.776,108.42,9.22,56.5,16.0,54.9,1,2,"[1, 21]"
374,42.888,108.39,9.23,54.5,16.0,54.9,1,2,"[1, 21]"
375,42.999,108.52,9.21,51.2,16.0,56.0,1,2,"[1, 21]"
376,43.11,108.44,9.22,55.6,16.0,54.9,1,2,"[1, 21]"
377,43.221,107.99,9.26,57.4,16.0,55.4,1,2,"[1, 21]"
378,43.332,108.19,9.24,56.5,16.0,55.4,1,2,"[1, 21]"
379,43.443,108.32,9.23,55.8,16.0,56.0,1,2,"[1, 21]"
380,43.554,109.73,9.11,53.3,16.0,56.5,1,1,[1]
381,43.666,108.66,9.2,54.8,16.0,56.0,1,1,[1]
382,43.778,108.64,9.2,54.5,16.0,54.9,1,1,[1]
383,43.89,108.21,9.24,54.3,16.0,55.4,1,1,[1]
384,44.001,108.14,9.25,56.8,16.0,56.0,1,1,[1]
385,44.112,108.52,9.22,57.4,16.0,56.0,1,1,[1]
386,44.223,108.52,9.22,53.5,16.0,56.0,2,2,"[1, 22]"
387,44.334,108.06,9.25,54.5,16.0,56.0,1,2,"[1, 22]"
388,44.445,108.74,9.2,55.6,16.0,55.4,2,3,"[1, 22, 23]"
389,44.557,109.99,9.09,56.5,15.9,53.8,1,3,"[1, 22, 23]"
390,44.669,108.6,9.21,56.5,15.9,55.4,1,3,"[1, 22, 23]"
391,44.781,108.88,9.18,55.6,15.9,56.0,1,3,"[1, 22, 23]"
392,44.893,108.48,9.22,56.5,15.9,55.4,1,3,"[1, 22, 23]"
393,45.005,108.05,9.26,54.5,15.9,56.0,1,3,"[1, 22, 23]"
394,45.116,108.22,9.24,55.8,15.9,56.0,1,3,"[1, 22, 23]"
395,45.226,108.15,9.25,52.4,15.9,56.0,1,3,"[1, 22, 23]"
396,45.337,108.14,9.25,54.5,15.9,56.5,1,3,"[1, 22, 23]"
397,45.448,108.01,9.26,56.5,15.9,55.4,1,2,"[1, 23]"
398,45.559,108.77,9.19,52.4,15.9,54.9,1,2,"[1, 23]"
399,45.67,113.04,8.85,60.9,16.0,56.5,1,1,[1]
400,45.786,107.92,9.27,55.6,16.0,56.0,1,1,[1]
401,45.898,108.38,9.23,57.4,16.0,56.0,1,1,[1]
402,46.009,107.63,9.29,55.6,16.0,56.5,1,1,[1]
403,46.119,108.0,9.26,53.5,16.0,55.4,1,1,[1]
404,46.23,108.08,9.25,54.5,16.0,56.5,1,1,[1]
405,46.341,107.83,9.27,58.7,16.0,56.5,1,1,[1]
406,46.452,109.93,9.1,55.3,16.0,56.0,1,1,[1]
407,46.564,110.8,9.03,58.3,16.0,56.0,1,1,[1]
408,46.678,109.86,9.1,55.6,16.0,56.5,1,1,[1]
409,46.791,107.94,9.26,55.8,16.0,57.1,1,1,[1]
410,46.902,108.6,9.21,52.3,16.0,56.0,2,2,"[1, 24]"
411,47.013,109.72,9.11,55.6,16.0,56.5,2,2,"[1, 24]"
412,47.126,108.38,9.23,54.5,16.0,56.5,2,2,"[1, 24]"
413,47.237,108.31,9.23,57.4,16.0,56.0,1,2,"[1, 24]"
414,47.348,107.88,9.27,57.8,16.0,56.0,2,2,"[1, 24]"
415,47.459,108.31,9.23,53.5,16.0,56.5,2,2,"[1, 24]"
416,47.57,109.14,9.16,52.4,16.0,57.1,2,2,"[1, 24]"
417,47.682,107.45,9.31,56.5,16.0,57.1,2,2,"[1, 24]"
418,47.792,106.77,9.37,54.5,16.0,57.1,2,2,"[1, 24]"
419,47.902,108.71,9.2,52.4,16.0,56.5,1,2,"[1, 24]"
420,48.014,109.01,9.17,52.4,16.0,56.5,2,3,"[1, 24, 25]"
421,48.126,109.22,9.16,52.4,16.0,56.5,2,3,"[1, 24, 25]"
422,48.238,107.82,9.27,54.5,16.0,56.0,2,3,"[1, 24, 25]"
423,48.348,107.16,9.33,56.5,16.0,55.4,2,3,"[1, 24, 25]"
424,48.458,108.23,9.24,51.2,16.0,55.4,2,3,"[1, 24, 25]"
425,48.569,108.95,9.18,54.5,16.0,56.0,1,3,"[1, 24, 25]"
426,48.681,107.78,9.28,56.8,16.0,57.1,2,3,"[1, 24, 25]"
427,48.792,107.51,9.3,54.5,16.0,56.0,1,3,"[1, 24, 25]"
428,48.903,107.11,9.34,53.5,16.0,56.5,3,3,"[1, 24, 25]"
429,49.013,106.86,9.36,52.4,16.0,56.5,1,3,"[1, 24, 25]"
430,49.122,107.12,9.34,56.5,16.0,56.5,1,3,"[1, 24, 25]"
431,49.232,108.42,9.22,56.5,16.0,56.5,2,3,"[1, 24, 25]"
432,49.343,107.39,9.31,54.8,16.0,56.5,3,3,"[1, 24, 25]"
433,49.453,107.69,9.29,54.5,16.0,57.1,2,3,"[1, 24, 25]"
434,49.564,110.36,9.06,57.4,15.9,57.1,1,3,"[1, 24, 25]"
435,49.677,108.96,9.18,54.5,15.9,56.5,1,3,"[1, 24, 25]"
436,49.789,107.83,9.27,55.6,15.9,56.5,1,3,"[1, 24, 25]"
437,49.899,108.09,9.25,55.6,15.9,56.0,2,3,"[1, 24, 25]"
438,50.01,108.64,9.2,55.6,15.9,57.1,2,3,"[1, 24, 25]"
439,50.121,107.26,9.32,57.4,15.9,57.1,2,3,"[1, 24, 25]"
440,50.232,107.51,9.3,54.8,15.9,57.1,1,3,"[1, 24, 25]"
441,50.342,108.33,9.23,52.4,15.9,56.5,1,3,"[1, 24, 25]"
442,50.453,109.06,9.17,57.4,15.9,56.5,1,3,"[1, 24, 25]"
443,50.565,109.92,9.1,51.2,15.9,57.6,1,2,"[1, 25]"
444,50.678,118.52,8.44,56.3,16.0,56.0,2,3,"[1, 25, 26]"
445,50.8,104.54,9.57,55.8,16.0,56.5,1,3,"[1, 25, 26]"
446,50.907,104.32,9.59,55.8,16.0,56.0,1,3,"[1, 25, 26]"
447,51.014,104.61,9.56,60.0,16.0,55.4,1,3,"[1, 25, 26]"
448,51.121,104.98,9.53,55.8,16.0,55.4,1,3,"[1, 25, 26]"
449,51.229,104.45,9.57,53.7,16.0,56.0,1,3,"[1, 25, 26]"
450,51.336,104.42,9.58,55.8,16.0,54.9,1,2,"[1, 26]"
451,51.443,104.92,9.53,57.8,16.0,56.5,1,2,"[1, 26]"
452,51.551,106.24,9.41,57.8,16.0,56.5,1,2,"[1, 26]"
453,51.66,107.55,9.3,56.8,16.0,56.5,1,2,"[1, 26]"
454,51.77,104.23,9.59,57.8,16.0,56.5,1,2,"[1, 26]"
455,51.877,105.03,9.52,54.8,16.0,56.5,1,1,[1]
456,51.985,105.01,9.52,53.7,16.0,55.4,1,1,[1]
457,52.092,105.09,9.52,53.7,16.0,56.0,1,1,[1]
458,52.2,104.82,9.54,56.1,16.0,56.5,1,1,[1]
459,52.308,105.14,9.51,53.7,16.0,57.1,1,1,[1]
460,52.416,105.63,9.47,54.8,16.0,56.0,1,1,[1]
461,52.524,107.99,9.26,53.7,16.0,55.4,1,1,[1]
462,52.635,105.41,9.49,56.8,16.0,57.1,1,1,[1]
463,52.743,105.14,9.51,55.8,16.0,56.0,1,1,[1]
464,52.851,105.27,9.5,55.8,16.0,56.5,1,1,[1]
465,52.959,105.59,9.47,55.8,16.0,56.0,1,1,[1]
466,53.067,105.18,9.51,54.8,16.0,56.0,1,1,[1]
467,53.175,105.22,9.5,56.8,16.0,56.0,1,1,[1]
468,53.283,105.64,9.47,53.7,16.0,57.1,1,1,[1]
469,53.392,105.37,9.49,55.8,16.0,56.5,1,1,[1]
470,53.5,105.3,9.5,55.8,16.0,56.5,1,1,[1]
471,53.608,107.3,9.32,59.6,15.9,56.0,1,1,[1]
472,53.718,106.46,9.39,57.8,15.9,56.5,1,1,[1]
473,53.827,105.2,9.51,56.8,15.9,56.5,1,1,[1]
474,53.935,105.12,9.51,56.8,15.9,56.5,1,1,[1]
475,54.043,105.81,9.45,55.8,15.9,56.0,1,1,[1]
476,54.151,104.95,9.53,57.1,15.9,57.1,1,1,[1]
477,54.259,105.18,9.51,58.7,15.9,56.5,1,1,[1]
478,54.367,105.36,9.49,57.8,15.9,56.0,1,1,[1]
479,54.475,105.51,9.48,58.7,15.9,57.1,1,1,[1]
480,54.583,106.83,9.36,55.8,15.9,56.5,1,1,[1]
481,54.693,106.85,9.36,55.8,15.9,57.1,1,1,[1]
482,54.802,105.18,9.51,52.5,15.9,57.1,1,1,[1]
483,54.91,105.54,9.48,54.8,15.9,56.0,1,1,[1]
484,55.018,105.91,9.44,57.8,15.9,56.5,1,1,[1]
485,55.127,105.63,9.47,58.7,15.9,57.1,1,1,[1]
486,55.235,105.53,9.48,57.8,15.9,57.1,1,1,[1]
487,55.343,105.29,9.5,58.7,15.9,56.5,1,1,[1]
488,55.451,105.31,9.5,55.8,15.9,56.5,1,1,[1]
489,55.559,106.94,9.35,57.8,15.9,56.5,1,1,[1]
490,55.669,109.8,9.11,63.8,16.0,56.5,1,1,[1]
491,55.781,106.3,9.41,56.8,16.0,57.1,1,1,[1]
492,55.89,105.72,9.46,57.8,16.0,56.0,1,1,[1]
493,55.999,106.08,9.43,56.8,16.0,56.5,1,1,[1]
494,56.108,105.79,9.45,54.8,16.0,56.5,1,1,[1]
495,56.216,105.03,9.52,54.8,16.0,57.1,1,1,[1]
496,56.324,105.47,9.48,55.8,16.0,56.5,1,1,[1]
497,56.432,105.28,9.5,56.8,16.0,56.5,1,1,[1]
498,56.54,106.47,9.39,58.7,16.0,56.0,1,1,[1]
499,56.649,107.55,9.3,59.6,16.0,57.1,1,1,[1]
500,56.759,105.84,9.45,56.8,16.0,57.1,1,1,[1]
501,56.868,106.44,9.39,55.8,16.0,57.1,1,1,[1]
502,56.977,105.69,9.46,58.7,16.0,56.5,1,1,[1]
503,57.086,105.71,9.46,57.8,16.0,57.1,1,1,[1]
504,57.194,105.34,9.49,60.0,16.0,57.1,1,1,[1]
505,57.302,105.23,9.5,58.7,16.0,56.5,1,1,[1]
506,57.41,105.62,9.47,57.8,16.0,57.6,1,1,[1]
507,57.518,105.91,9.44,53.7,16.0,57.6,1,1,[1]
508,57.629,105.1,9.52,53.5,16.0,56.5,1,1,[1]
509,57.739,105.53,9.48,54.5,16.0,56.0,1,1,[1]
510,57.847,105.53,9.48,55.8,16.0,56.5,1,1,[1]
511,57.956,106.14,9.42,53.7,16.0,57.1,1,1,[1]
512,58.065,105.25,9.5,53.7,16.0,57.1,1,1,[1]
513,58.172,104.86,9.54,57.1,16.0,57.1,1,1,[1]
514,58.28,105.27,9.5,55.8,16.0,56.5,1,1,[1]
515,58.388,105.04,9.52,57.8,16.0,56.0,1,1,[1]
516,58.496,105.38,9.49,55.8,16.0,57.1,1,1,[1]
517,58.604,106.54,9.39,61.2,16.0,57.6,1,1,[1]
518,58.713,105.35,9.49,56.8,16.0,57.1,1,1,[1]
519,58.821,104.95,9.53,56.8,16.0,57.1,1,1,[1]
520,58.929,104.9,9.53,52.5,16.0,56.5,1,1,[1]
521,59.036,106.24,9.41,57.8,16.0,56.0,1,1,[1]
522,59.145,105.44,9.48,58.7,16.0,56.5,1,1,[1]
523,59.253,105.38,9.49,57.8,16.0,56.5,1,1,[1]
524,59.361,104.95,9.53,59.6,16.0,56.5,1,1,[1]
525,59.469,105.44,9.48,56.8,16.0,56.0,1,1,[1]
526,59.577,106.5,9.39,54.8,16.0,57.1,1,1,[1]
527,59.686,105.3,9.5,55.8,16.0,57.1,1,1,[1]
528,59.794,105.27,9.5,58.1,16.0,57.6,2,2,"[1, 27]"
529,59.902,105.17,9.51,53.7,16.0,56.5,2,2,"[1, 27]"
