frame,time_s,latency_ms,fps,cpu_percent,ram_percent,temperature_c,detections,tracks,raw_messages,context_messages,message,reason
264,30.083,106.29,9.41,55.8,16.1,54.3,3,9,9,0,,
265,30.192,105.68,9.46,53.7,16.1,54.3,5,9,9,0,,
266,30.301,106.1,9.43,55.8,16.1,53.8,3,9,9,0,,
267,30.41,105.45,9.48,56.8,16.1,54.3,3,9,9,0,,
268,30.518,105.65,9.47,56.8,16.1,54.3,3,9,9,0,,
269,30.626,105.35,9.49,56.8,16.1,53.8,4,9,9,0,,
270,30.734,105.98,9.44,52.5,16.1,55.4,3,8,8,0,,
271,30.843,107.83,9.27,57.8,16.1,54.3,6,7,7,0,,
272,30.953,106.29,9.41,58.7,16.1,54.9,4,7,7,0,,
273,31.062,105.74,9.46,52.5,16.1,54.3,5,7,7,0,,
274,31.171,106.39,9.4,58.7,16.1,55.4,4,7,7,0,,
275,31.28,108.3,9.23,55.8,16.1,54.3,4,7,7,0,,
276,31.391,106.74,9.37,55.8,16.1,54.9,4,7,7,0,,
277,31.5,106.22,9.41,55.8,16.1,54.9,3,7,7,0,,
278,31.609,106.42,9.4,58.7,16.1,55.4,4,7,7,0,,
279,31.718,106.32,9.41,54.5,16.1,54.3,1,7,7,0,,
280,31.827,111.51,8.97,61.4,16.2,54.9,1,7,7,0,,
281,31.941,106.51,9.39,60.0,16.2,55.4,1,7,7,1,person ahead,position_changed
282,32.051,107.39,9.31,54.8,16.2,55.4,1,6,6,0,,
283,32.161,106.12,9.42,55.8,16.2,54.9,1,6,6,0,,
284,32.27,106.2,9.42,57.8,16.2,54.9,1,5,5,0,,
285,32.378,106.02,9.43,57.8,16.2,54.3,1,5,5,0,,
286,32.487,106.7,9.37,55.6,16.2,54.9,3,6,6,0,,
287,32.597,106.14,9.42,50.0,16.2,54.9,4,7,7,0,,
288,32.705,106.28,9.41,58.7,16.2,55.4,5,7,7,0,,
289,32.814,109.17,9.16,55.8,16.2,54.9,5,7,7,0,,
290,32.926,106.06,9.43,51.3,16.2,54.9,4,7,7,0,,
291,33.035,106.09,9.43,56.8,16.2,54.9,5,7,7,0,,
292,33.144,106.26,9.41,54.8,16.2,54.3,5,8,8,0,,
293,33.253,106.69,9.37,58.7,16.2,54.9,4,8,8,0,,
294,33.362,105.75,9.46,51.3,16.2,54.9,3,8,8,0,,
295,33.471,106.11,9.42,56.8,16.2,54.9,4,8,8,0,,
296,33.579,106.94,9.35,55.8,16.2,55.4,4,8,8,0,,
297,33.689,106.58,9.38,57.8,16.2,55.4,5,7,7,0,,
298,33.798,106.56,9.38,56.5,16.1,54.3,4,6,6,0,,
299,33.907,108.03,9.26,56.8,16.1,54.9,5,6,6,0,,
300,34.018,106.12,9.42,57.8,16.1,54.9,5,6,6,0,,
301,34.127,107.43,9.31,55.8,16.1,54.3,3,6,6,0,,
302,34.237,106.41,9.4,57.8,16.1,54.9,4,5,5,0,,
303,34.346,106.11,9.42,57.8,16.1,56.0,5,6,6,0,,
304,34.455,107.49,9.3,55.8,16.1,54.9,5,6,6,0,,
305,34.565,106.68,9.37,56.8,16.1,55.4,5,6,6,0,,
306,34.675,106.33,9.4,58.7,16.1,55.4,6,6,6,0,,
307,34.784,106.69,9.37,53.5,16.1,54.9,5,6,6,0,,
308,34.893,107.78,9.28,58.7,16.1,54.9,4,6,6,1,person on the right,new_object
309,35.004,107.54,9.3,54.8,16.1,55.4,3,6,6,0,,
310,35.114,106.81,9.36,54.8,16.1,55.4,4,7,7,0,,
311,35.223,107.54,9.3,55.8,16.1,54.9,3,7,7,0,,
312,35.334,106.24,9.41,54.8,16.1,55.4,3,7,7,0,,
313,35.443,106.16,9.42,57.8,16.1,55.4,2,7,7,0,,
314,35.551,105.81,9.45,55.8,16.1,54.9,1,7,7,0,,
315,35.66,106.33,9.4,52.5,16.1,54.9,1,7,7,0,,
316,35.769,106.57,9.38,58.7,16.1,55.4,1,7,7,0,,
317,35.878,107.71,9.28,57.8,16.1,53.8,4,7,7,0,,
318,35.989,106.12,9.42,54.8,16.1,55.4,3,7,7,1,person on the left,position_changed
319,36.097,106.88,9.36,53.7,16.1,55.4,5,7,7,0,,
320,36.207,106.09,9.43,55.8,16.1,55.4,5,8,8,0,,
321,36.316,106.57,9.38,54.8,16.1,55.4,4,8,8,0,,
322,36.425,106.98,9.35,57.8,16.1,54.9,4,8,8,0,,
323,36.535,107.24,9.32,55.8,16.1,55.4,5,8,8,0,,
324,36.645,105.64,9.47,55.8,16.1,55.4,4,7,7,0,,
325,36.753,116.09,8.61,60.8,16.1,56.0,4,7,7,0,,
326,36.872,107.37,9.31,58.7,16.1,54.9,4,7,7,0,,
327,36.982,105.94,9.44,53.7,16.1,54.9,3,7,7,0,,
328,37.091,106.26,9.41,56.8,16.1,55.4,3,6,6,0,,
329,37.2,106.81,9.36,56.8,16.1,56.0,3,6,6,0,,
330,37.309,106.75,9.37,57.8,16.1,55.4,4,6,6,0,,
331,37.419,106.29,9.41,57.8,16.1,55.4,4,6,6,0,,
332,37.528,106.57,9.38,58.7,16.1,56.0,4,6,6,0,,
333,37.637,106.11,9.42,54.8,16.1,56.0,4,7,7,0,,
334,37.746,106.25,9.41,57.8,16.1,55.4,3,7,7,0,,
335,37.855,107.22,9.33,54.8,16.1,56.0,3,7,7,0,,
336,37.966,106.24,9.41,57.8,16.1,55.4,4,7,7,0,,
337,38.074,105.88,9.44,55.6,16.1,56.0,3,7,7,0,,
338,38.183,105.46,9.48,54.8,16.1,56.0,3,7,7,0,,
339,38.291,106.15,9.42,52.5,16.1,55.4,3,7,7,0,,
340,38.4,105.88,9.44,57.8,16.1,55.4,2,7,7,0,,
341,38.509,106.83,9.36,56.8,16.1,56.0,1,6,6,0,,
342,38.618,105.51,9.48,53.7,16.1,54.3,1,6,6,0,,
343,38.726,105.74,9.46,57.8,16.1,56.0,1,6,6,1,person ahead,position_changed
344,38.835,107.15,9.33,59.1,16.1,55.4,1,4,4,0,,
345,38.945,106.15,9.42,57.8,16.1,56.0,1,4,4,0,,
346,39.054,105.8,9.45,57.8,16.1,56.0,1,4,4,0,,
347,39.162,105.75,9.46,54.8,16.1,55.4,1,3,3,0,,
348,39.27,106.5,9.39,56.8,16.1,56.5,1,3,3,0,,
349,39.38,106.58,9.38,53.5,16.1,56.0,1,3,3,0,,
350,39.489,106.76,9.37,55.8,16.1,56.0,1,2,2,0,,
351,39.598,106.77,9.37,52.5,16.1,56.0,1,1,1,0,,
352,39.708,106.53,9.39,55.8,16.1,56.0,1,1,1,0,,
353,39.817,107.97,9.26,53.7,16.1,54.9,1,1,1,0,,
354,39.928,106.5,9.39,54.8,16.1,56.5,2,2,2,0,,
355,40.037,106.81,9.36,53.7,16.1,56.0,2,2,2,0,,
356,40.146,106.06,9.43,56.8,16.1,55.4,2,2,2,0,,
357,40.255,106.66,9.38,54.8,16.1,56.5,2,2,2,0,,
358,40.365,107.12,9.34,55.6,16.1,55.4,2,2,2,0,,
359,40.474,106.37,9.4,56.8,16.1,56.0,2,2,2,0,,
360,40.583,106.55,9.39,55.8,16.1,56.0,3,3,3,0,,
361,40.693,107.64,9.29,57.8,16.1,56.5,3,3,3,0,,
362,40.803,106.48,9.39,51.3,16.1,54.9,3,3,3,0,,
363,40.913,106.93,9.35,57.8,16.1,55.4,4,4,4,0,,
364,41.024,106.36,9.4,53.5,16.1,56.0,3,4,4,0,,
365,41.133,106.33,9.4,55.8,16.1,56.5,3,4,4,0,,
366,41.242,106.26,9.41,57.8,16.1,54.9,3,5,5,0,,
367,41.351,106.08,9.43,55.8,16.1,56.5,1,5,5,0,,
368,41.46,106.73,9.37,54.8,16.1,55.4,1,5,5,0,,
369,41.569,106.73,9.37,54.8,16.1,54.9,1,5,5,0,,
370,41.679,106.34,9.4,54.8,16.1,55.4,1,5,5,0,,
371,41.788,113.06,8.85,60.9,16.1,55.4,1,5,5,0,,
372,41.903,108.01,9.26,53.7,16.1,54.3,3,7,7,0,,
373,42.116,105.49,9.48,29.8,16.1,55.4,2,7,7,0,,
374,42.224,106.41,9.4,55.8,16.1,54.9,3,6,6,0,,
375,42.333,107.06,9.34,56.5,16.1,56.5,3,6,6,0,,
376,42.443,106.36,9.4,56.8,16.1,56.0,3,5,5,0,,
377,42.552,106.48,9.39,54.8,16.1,54.3,4,4,4,1,person on the left,position_changed
378,42.661,106.13,9.42,57.8,16.1,56.0,3,4,4,0,,
379,42.77,107.91,9.27,56.1,16.1,56.0,2,4,4,0,,
380,42.88,108.09,9.25,53.7,16.1,56.0,2,4,4,0,,
381,42.991,107.44,9.31,54.5,16.1,55.4,3,4,4,0,,
382,43.101,106.98,9.35,54.8,16.1,55.4,5,6,6,0,,
383,43.305,106.32,9.41,32.5,16.1,56.0,4,6,6,0,,
384,43.414,106.27,9.41,53.7,16.1,55.4,5,6,6,0,,
385,43.523,106.57,9.38,52.5,16.1,55.4,5,6,6,0,,
386,43.632,105.93,9.44,58.7,16.1,56.0,6,7,7,0,,
387,43.741,106.5,9.39,55.8,16.1,56.5,7,7,7,0,,
388,43.85,107.7,9.29,54.5,16.1,56.5,7,8,8,0,,
389,43.96,107.02,9.34,53.7,16.1,55.4,7,8,8,0,,
390,44.07,106.35,9.4,54.8,16.1,56.5,7,8,8,0,,
391,44.179,107.44,9.31,55.8,16.1,56.0,7,8,8,0,,
392,44.289,106.88,9.36,55.8,16.1,56.0,7,8,8,0,,
393,44.399,106.43,9.4,56.8,16.1,56.0,6,8,8,0,,
394,44.508,107.33,9.32,52.4,16.1,54.9,7,8,8,0,,
395,44.618,106.74,9.37,55.8,16.1,55.4,7,8,8,0,,
396,44.727,107.03,9.34,56.8,16.1,56.5,7,8,8,0,,
397,44.837,108.61,9.21,54.8,16.1,56.5,7,8,8,0,,
398,44.948,106.9,9.35,51.2,16.1,56.0,7,8,8,0,,
399,45.058,107.04,9.34,59.6,16.1,56.0,7,7,7,0,,
400,45.167,107.39,9.31,54.8,16.1,56.0,7,7,7,0,,
401,45.277,107.92,9.27,57.8,16.1,56.0,8,9,9,0,,
402,45.388,106.94,9.35,54.8,16.1,56.0,9,9,9,0,,
403,45.498,107.04,9.34,56.8,16.1,56.5,7,9,9,0,,
404,45.607,106.67,9.37,55.6,16.1,56.5,6,9,9,0,,
405,45.717,107.53,9.3,54.8,16.1,56.0,7,9,9,0,,
406,45.827,106.65,9.38,54.8,16.1,56.5,5,9,9,0,,
407,45.936,106.26,9.41,56.8,16.1,56.0,4,9,9,0,,
408,46.045,106.46,9.39,54.8,16.1,56.0,6,9,9,0,,
409,46.154,105.51,9.48,54.8,16.1,56.0,5,9,9,0,,
410,46.263,105.77,9.45,55.8,16.1,56.0,4,9,9,0,,
411,46.371,106.09,9.43,54.8,16.1,56.5,6,10,10,0,,
412,46.48,106.66,9.38,54.8,16.1,57.1,5,10,10,0,,
413,46.589,106.59,9.38,56.8,16.1,56.5,6,8,8,0,,
414,46.699,106.36,9.4,56.8,16.1,56.0,4,8,8,0,,
415,46.808,112.28,8.91,59.1,16.1,56.5,5,8,8,0,,
416,46.923,106.37,9.4,55.8,16.1,55.4,4,8,8,0,,
417,47.127,105.91,9.44,27.8,16.1,56.5,5,7,7,0,,
418,47.235,105.93,9.44,54.8,16.1,56.5,6,7,7,0,,
419,47.344,106.47,9.39,56.8,16.1,56.0,4,6,6,0,,
420,47.453,106.4,9.4,55.8,16.1,56.5,5,6,6,0,,
421,47.562,106.44,9.39,56.8,16.1,56.0,6,6,6,0,,
422,47.672,106.44,9.39,55.8,16.1,56.5,4,6,6,0,,
423,47.781,108.09,9.25,58.7,16.1,56.5,5,6,6,0,,
424,47.891,108.14,9.25,58.7,16.1,56.5,5,6,6,0,,
425,48.002,106.41,9.4,55.6,16.1,56.0,6,6,6,0,,
426,48.111,106.29,9.41,55.8,16.1,56.5,5,6,6,0,,
427,48.22,106.18,9.42,56.8,16.1,56.0,5,6,6,0,,
428,48.329,106.67,9.37,54.8,16.1,56.5,4,6,6,0,,
429,48.439,106.13,9.42,56.8,16.1,56.0,6,6,6,0,,
430,48.547,106.06,9.43,56.8,16.1,56.5,4,6,6,0,,
431,48.656,107.26,9.32,59.6,16.1,56.0,6,6,6,0,,
432,48.766,106.3,9.41,57.8,16.1,56.0,6,6,6,0,,
433,48.875,107.57,9.3,52.4,16.1,56.0,5,6,6,0,,
434,48.985,106.69,9.37,52.5,16.1,56.0,5,6,6,0,,
435,49.095,106.83,9.36,52.5,16.1,56.0,5,6,6,0,,
436,49.204,106.56,9.38,57.8,16.1,56.5,5,6,6,0,,
437,49.313,106.88,9.36,56.8,16.1,56.5,6,6,6,0,,
438,49.423,105.67,9.46,53.7,16.1,56.5,5,6,6,0,,
439,49.531,105.66,9.46,55.8,16.1,57.1,4,6,6,0,,
440,49.64,105.81,9.45,55.8,16.1,56.0,6,7,7,0,,
441,49.748,106.52,9.39,57.8,16.1,56.5,5,7,7,0,,
442,49.858,107.99,9.26,53.7,16.1,56.5,5,7,7,0,,
443,49.968,106.74,9.37,55.6,16.1,56.0,6,7,7,0,,
444,50.078,106.63,9.38,54.8,16.1,57.1,5,7,7,0,,
445,50.187,105.8,9.45,56.8,16.1,57.1,4,7,7,0,,
446,50.295,106.37,9.4,55.8,16.1,56.5,5,7,7,0,,
447,50.404,106.21,9.42,54.8,16.1,56.5,5,7,7,0,,
448,50.513,106.34,9.4,52.5,16.1,56.5,5,7,7,0,,
449,50.622,106.1,9.42,57.8,16.1,54.9,5,7,7,0,,
450,50.731,106.37,9.4,54.8,16.1,56.5,4,7,7,0,,
451,50.84,108.76,9.19,58.7,16.1,57.1,5,6,6,0,,
452,50.952,107.79,9.28,54.5,16.1,56.5,5,6,6,0,,
453,51.062,106.34,9.4,57.8,16.0,56.5,5,6,6,0,,
454,51.171,106.91,9.35,55.8,16.0,56.5,5,6,6,0,,
455,51.281,106.9,9.35,56.8,16.0,56.5,5,6,6,0,,
456,51.39,106.19,9.42,56.8,16.0,57.1,5,6,6,0,,
457,51.499,106.38,9.4,55.8,16.0,56.5,6,6,6,0,,
458,51.608,106.92,9.35,57.8,16.0,56.0,5,6,6,0,,
459,51.718,106.82,9.36,58.3,16.0,57.1,5,6,6,0,,
460,51.828,111.13,9.0,61.4,16.1,57.1,6,8,8,0,,
461,51.941,107.45,9.31,57.8,16.1,56.0,4,8,8,0,,
462,52.051,106.92,9.35,54.8,16.1,56.5,5,8,8,0,,
463,52.161,106.95,9.35,53.7,16.1,56.0,5,8,8,0,,
464,52.271,106.66,9.38,51.3,16.1,56.5,4,8,8,0,,
465,52.38,106.95,9.35,56.8,16.1,57.1,4,8,8,0,,
466,52.49,106.84,9.36,58.7,16.1,56.5,4,8,8,0,,
467,52.599,106.37,9.4,54.8,16.1,56.5,6,8,8,0,,
468,52.708,107.21,9.33,57.4,16.1,57.1,5,8,8,0,,
469,52.818,109.15,9.16,60.0,16.1,57.1,6,8,8,0,,
470,52.93,107.04,9.34,53.5,16.1,57.6,6,8,8,0,,
471,53.04,107.93,9.27,58.7,16.1,56.5,5,6,6,0,,
472,53.151,106.82,9.36,52.5,16.1,56.5,6,6,6,0,,
473,53.26,107.0,9.35,58.7,16.1,57.1,5,6,6,0,,
474,53.37,106.8,9.36,56.8,16.1,56.5,5,6,6,0,,
475,53.479,106.7,9.37,56.8,16.1,57.1,4,6,6,0,,
476,53.589,106.6,9.38,57.8,16.1,57.1,5,6,6,0,,
477,53.698,107.01,9.34,57.8,16.1,56.5,4,6,6,0,,
478,53.808,108.1,9.25,52.4,16.1,57.1,4,6,6,0,,
479,53.918,106.32,9.41,57.8,16.1,54.9,5,6,6,0,,
480,54.123,105.96,9.44,32.5,16.1,57.1,5,6,6,0,,
481,54.231,106.46,9.39,55.8,16.1,56.5,6,6,6,0,,
482,54.34,106.05,9.43,54.8,16.1,57.6,5,6,6,0,,
483,54.449,106.65,9.38,53.7,16.1,56.5,4,6,6,0,,
484,54.559,105.98,9.44,57.8,16.1,56.5,4,6,6,0,,
485,54.667,106.32,9.41,53.7,16.1,56.5,4,6,6,0,,
486,54.776,105.91,9.44,52.4,16.1,56.5,4,6,6,0,,
487,54.885,107.18,9.33,52.5,16.1,57.1,4,6,6,0,,
488,54.995,105.91,9.44,56.8,16.1,57.1,5,6,6,0,,
489,55.103,106.56,9.38,54.8,16.1,56.5,7,7,7,0,,
490,55.212,106.06,9.43,55.8,16.1,56.5,5,7,7,0,,
491,55.321,107.32,9.32,56.8,16.1,57.1,4,7,7,0,,
492,55.431,106.11,9.42,56.8,16.1,57.1,5,7,7,0,,
493,55.54,106.04,9.43,53.7,16.1,57.6,5,7,7,0,,
494,55.649,105.97,9.44,57.8,16.1,57.1,4,7,7,0,,
495,55.757,105.99,9.43,57.8,16.1,57.6,4,7,7,0,,
496,55.866,107.88,9.27,58.7,16.1,57.6,5,7,7,0,,
497,55.977,106.59,9.38,55.8,16.1,57.1,5,7,7,0,,
498,56.086,106.53,9.39,58.7,16.1,57.1,5,7,7,0,,
499,56.195,106.2,9.42,54.8,16.1,57.1,5,7,7,0,,
500,56.304,107.07,9.34,59.6,16.1,56.5,5,6,6,0,,
501,56.414,106.22,9.41,60.4,16.1,56.5,5,6,6,0,,
502,56.523,106.36,9.4,56.8,16.1,57.6,5,6,6,0,,
503,56.632,105.95,9.44,53.7,16.1,56.5,5,6,6,0,,
504,56.741,112.02,8.93,61.7,16.1,56.5,3,6,6,0,,
505,56.855,108.22,9.24,57.8,16.1,57.1,4,6,6,0,,
506,56.966,107.08,9.34,57.8,16.1,57.6,5,6,6,0,,
507,57.076,106.53,9.39,53.5,16.1,57.1,5,6,6,0,,
508,57.185,106.57,9.38,56.8,16.1,56.5,4,6,6,0,,
509,57.294,106.81,9.36,57.8,16.1,56.5,4,6,6,0,,
510,57.404,106.18,9.42,55.8,16.1,56.0,5,6,6,0,,
511,57.613,107.21,9.33,30.6,16.1,57.1,5,6,6,0,,
512,57.723,107.83,9.27,55.8,16.1,56.5,6,6,6,0,,
513,57.834,108.45,9.22,58.7,16.1,57.1,5,6,6,0,,
514,57.945,107.01,9.35,57.8,16.1,57.1,6,6,6,0,,
515,58.055,106.57,9.38,54.8,16.1,57.6,5,6,6,0,,
516,58.164,106.81,9.36,55.8,16.1,57.1,4,6,6,0,,
517,58.273,106.56,9.38,55.8,16.1,57.1,6,6,6,0,,
518,58.383,106.23,9.41,58.3,16.1,57.1,4,6,6,0,,
519,58.492,106.95,9.35,55.8,16.1,56.5,4,6,6,0,,
520,58.601,106.7,9.37,56.8,16.1,57.1,5,6,6,0,,
521,58.711,106.93,9.35,55.8,16.1,57.1,5,6,6,0,,
522,58.82,107.64,9.29,57.8,16.1,57.6,4,6,6,0,,
523,58.932,107.18,9.33,54.8,16.1,56.5,4,6,6,0,,
524,59.041,106.76,9.37,56.5,16.1,56.5,4,6,6,0,,
525,59.151,106.47,9.39,54.8,16.1,57.1,5,6,6,0,,
526,59.26,106.02,9.43,53.7,16.1,57.6,5,6,6,0,,
527,59.369,106.21,9.42,57.8,16.1,57.1,4,6,6,0,,
528,59.478,106.1,9.42,56.8,16.1,56.5,4,6,6,0,,
529,59.586,106.43,9.4,56.8,16.1,56.5,5,6,6,0,,
530,59.696,106.51,9.39,57.8,16.1,56.5,5,6,6,0,,
531,59.805,107.75,9.28,60.4,16.1,57.1,4,6,6,0,,
532,59.916,107.08,9.34,58.7,16.1,57.6,4,6,6,0,,
